timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
155104936,44.887726,37.27,100787.0,1.1975163
155115837,44.385685,37.27,100793.0,1.1975876
155126997,44.21922,37.27,100794.99,1.1976112
155150043,44.470238,37.27,100792.0,1.1975757
155161939,44.21922,37.27,100794.99,1.1976112
155172942,44.303772,37.27,100794.0,1.1975994
155194971,44.72126,37.27,100788.99,1.1975399
155206486,44.470238,37.27,100792.0,1.1975757
155216946,44.470238,37.27,100792.0,1.1975757
155238046,44.21922,37.28,100794.99,1.1976112
155250102,44.21922,37.28,100794.99,1.1976112
155260938,44.385685,37.28,100793.0,1.1975876
155282976,44.303772,37.28,100794.0,1.1975994
155293593,44.470238,37.28,100792.0,1.1975757
155303935,44.55215,37.28,100791.0,1.1975638
155325932,44.134663,37.28,100796.0,1.1976233
155337487,44.21922,37.28,100794.99,1.1976112
155347940,44.470238,37.28,100792.0,1.1975757
155372049,44.05275,37.28,100797.0,1.197635
155383918,44.385685,37.28,100793.0,1.1975876
155396332,44.636703,37.28,100790.0,1.197552
155420062,44.55215,37.28,100791.0,1.1975638
155431938,44.385685,37.28,100793.0,1.1975876
155444128,44.21922,37.28,100794.99,1.1976112
155468058,44.55215,37.28,100791.0,1.1975638
155479972,44.55215,37.28,100791.0,1.1975638
155491872,44.385685,37.28,100793.0,1.1975876
155515958,44.470238,37.27,100792.0,1.1975757
155526517,44.72126,37.27,100788.99,1.1975399
155536946,44.55215,37.27,100791.0,1.1975638
155559483,44.385685,37.27,100793.0,1.1975876
155570516,44.21922,37.27,100794.99,1.1976112
155581073,44.303772,37.27,100794.0,1.1975994
155604114,44.636703,37.28,100790.0,1.197552
155615931,44.636703,37.28,100790.0,1.197552
155628246,44.470238,37.28,100792.0,1.1975757
155652054,44.55215,37.28,100791.0,1.1975638
155663988,44.21922,37.28,100794.99,1.1976112
155676052,44.385685,37.28,100793.0,1.1975876
155699812,44.470238,37.28,100792.0,1.1975757
155711929,44.05275,37.28,100797.0,1.197635
155723819,44.134663,37.28,100796.0,1.1976233
155746055,44.21922,37.28,100794.99,1.1976112
155757486,44.55215,37.28,100791.0,1.1975638
155767527,44.470238,37.28,100792.0,1.1975757
155788139,44.385685,37.28,100793.0,1.1975876
155799943,44.636703,37.28,100790.0,1.197552
155812030,44.55215,37.28,100791.0,1.1975638
155836033,44.72126,37.28,100788.99,1.1975399
155848015,44.385685,37.28,100793.0,1.1975876
155859995,44.470238,37.28,100792.0,1.1975757
155884000,44.805813,37.28,100788.0,1.1975281
155895919,44.636703,37.28,100790.0,1.197552
155907991,44.636703,37.28,100790.0,1.197552
155929934,44.385685,37.28,100793.0,1.1975876
155941483,44.636703,37.28,100790.0,1.197552
155952281,45.05419,37.28,100785.0,1.1974925
155974055,44.470238,37.28,100792.0,1.1975757
155985494,44.805813,37.28,100788.0,1.1975281
155996743,45.05419,37.28,100785.0,1.1974925
156020801,44.55215,37.28,100791.0,1.1975638
156032688,44.72126,37.28,100788.99,1.1975399
156044641,44.05275,37.28,100797.0,1.197635
156068830,44.636703,37.28,100790.0,1.197552
156080671,44.303772,37.28,100794.0,1.1975994
156092576,44.636703,37.28,100790.0,1.197552
156114942,44.55215,37.28,100791.0,1.1975638
156126635,44.97228,37.28,100786.0,1.1975044
156136971,44.636703,37.28,100790.0,1.197552
156160152,44.21922,37.29,100794.99,1.1976112
156172508,44.385685,37.29,100793.0,1.1975876
156182966,44.05275,37.29,100797.0,1.197635
156204935,44.72126,37.29,100788.99,1.1975399
156216713,44.72126,37.29,100788.99,1.1975399
156228747,44.55215,37.29,100791.0,1.1975638
156252732,44.05275,37.29,100797.0,1.197635
156264757,45.05419,37.29,100785.0,1.1974925
156276627,45.30521,37.29,100782.0,1.1974568
156298958,44.55215,37.29,100791.0,1.1975638
156310484,44.97228,37.29,100786.0,1.1975044
156320946,44.887726,37.29,100787.0,1.1975163
156342994,44.470238,37.29,100792.0,1.1975757
156354517,44.05275,37.29,100797.0,1.197635
156364864,44.636703,37.29,100790.0,1.197552
156388662,44.134663,37.29,100796.0,1.1976233
156400691,44.55215,37.29,100791.0,1.1975638
156410960,44.72126,37.29,100788.99,1.1975399
156434061,44.97228,37.29,100786.0,1.1975044
156445537,45.138744,37.29,100784.0,1.1974807
156456285,45.30521,37.29,100782.0,1.1974568
156477938,43.968197,37.3,100798.0,1.197647
156489540,45.05419,37.3,100785.0,1.1974925
156500874,45.223297,37.3,100782.99,1.1974686
156525009,44.636703,37.29,100790.0,1.197552
156536772,45.47432,37.29,100780.0,1.1974331
156548946,45.809895,37.29,100775.99,1.1973855
156572675,45.138744,37.3,100784.0,1.1974807
156584678,45.138744,37.3,100784.0,1.1974807
156596624,45.30521,37.3,100782.0,1.1974568
156618967,45.640785,37.3,100778.0,1.1974094
156630682,44.805813,37.3,100788.0,1.1975281
156641938,44.97228,37.3,100786.0,1.1975044
156664132,44.805813,37.3,100788.0,1.1975281
156676508,45.725338,37.3,100776.99,1.1973974
156686995,45.389767,37.3,100781.0,1.197445
156709933,45.891808,37.3,100775.0,1.1973737
156721482,45.556232,37.3,100779.0,1.1974212
156732699,45.223297,37.3,100782.99,1.1974686
156755940,45.138744,37.29,100784.0,1.1974807
156767523,45.891808,37.29,100775.0,1.1973737
156777941,46.142826,37.29,100772.0,1.1973381
156801094,45.725338,37.3,100776.99,1.1973974
156813286,45.725338,37.3,100776.99,1.1973974
156823934,45.97636,37.3,100774.0,1.1973618
156845932,46.142826,37.3,100772.0,1.1973381
156856773,46.142826,37.3,100772.0,1.1973381
156867932,46.058273,37.3,100773.0,1.1973499
156889933,46.30929,37.3,100769.99,1.1973143
156902088,46.475758,37.3,100768.0,1.1972905
156913088,46.142826,37.3,100772.0,1.1973381
156935938,46.058273,37.3,100773.0,1.1973499
156947524,46.058273,37.3,100773.0,1.1973499
156957947,46.895885,37.3,100763.0,1.1972312
156979970,46.560314,37.3,100767.0,1.1972786
156991482,46.895885,37.3,100763.0,1.1972312
157001086,46.811333,37.3,100763.99,1.1972429
157023987,46.811333,37.309998,100763.99,1.1972429
157035670,46.560314,37.309998,100767.0,1.1972786
157047067,46.895885,37.309998,100763.0,1.1972312
157069635,47.062355,37.3,100761.0,1.1972073
157080795,46.811333,37.3,100763.99,1.1972429
157091933,47.47984,37.3,100756.0,1.197148
157113941,47.564396,37.309998,100755.0,1.197136
157125328,47.397926,37.309998,100757.0,1.1971599
157135962,47.73086,37.309998,100753.0,1.1971123
157157942,47.564396,37.309998,100755.0,1.197136
157169486,47.397926,37.309998,100757.0,1.1971599
157179942,47.815414,37.309998,100751.99,1.1971003
157201933,47.73086,37.309998,100753.0,1.1971123
157213175,47.815414,37.309998,100751.99,1.1971003
157223932,48.232903,37.309998,100747.0,1.197041
157245935,47.815414,37.309998,100751.99,1.1971003
157257584,47.815414,37.309998,100751.99,1.1971003
157267970,47.73086,37.309998,100753.0,1.1971123
157289125,48.232903,37.309998,100747.0,1.197041
157301138,48.48392,37.309998,100744.0,1.1970054
157311942,48.568474,37.309998,100743.0,1.1969935
157333934,48.317455,37.32,100746.0,1.1970291
157345563,48.317455,37.32,100746.0,1.1970291
157355942,48.734943,37.32,100741.0,1.1969697
157379051,48.90405,37.32,100738.99,1.1969459
157390520,48.402008,37.32,100744.99,1.1970172
157400931,48.819496,37.32,100740.0,1.1969578
157423941,48.985962,37.32,100738.0,1.1969341
157435536,49.152428,37.32,100736.0,1.1969104
157445943,49.23698,37.32,100735.0,1.1968985
157467942,49.321537,37.309998,100734.0,1.1968865
157479580,49.070515,37.309998,100737.0,1.1969222
157489978,49.488003,37.309998,100732.0,1.1968628
157511945,49.152428,37.32,100736.0,1.1969104
157523632,49.23698,37.32,100735.0,1.1968985
157533952,49.572556,37.32,100731.0,1.1968509
157556000,49.65447,37.32,100730.0,1.196839
157567530,49.823578,37.32,100728.0,1.1968153
157577463,49.572556,37.32,100731.0,1.1968509
157598382,49.90813,37.32,100726.99,1.1968033
157609522,49.90813,37.32,100726.99,1.1968033
157619942,49.73902,37.32,100729.0,1.1968272
157642065,49.321537,37.32,100734.0,1.1968865
157653932,49.488003,37.32,100732.0,1.1968628
157664932,50.15651,37.32,100724.0,1.1967677
157686990,50.15651,37.32,100724.0,1.1967677
157698519,49.90813,37.32,100726.99,1.1968033
157708931,50.743103,37.32,100717.0,1.1966846
157731020,50.241062,37.32,100723.0,1.1967559
157743175,50.65855,37.32,100718.0,1.1966964
157753940,50.407528,37.32,100721.0,1.196732
157777270,50.407528,37.32,100721.0,1.196732
157788492,49.990044,37.32,100725.99,1.1967914
157798994,50.65855,37.32,100718.0,1.1966964
157822669,50.576637,37.32,100719.0,1.1967083
157833516,50.576637,37.32,100719.0,1.1967083
157843016,50.82766,37.32,100716.0,1.1966727
157866059,50.743103,37.329998,100717.0,1.1966846
157878045,50.65855,37.329998,100718.0,1.1966964
157888934,51.16059,37.329998,100712.0,1.1966251
157911065,50.90957,37.329998,100715.0,1.1966608
157922522,51.245144,37.329998,100711.0,1.1966133
157932939,51.41161,37.329998,100709.0,1.1965895
157954977,51.41161,37.329998,100709.0,1.1965895
157966121,51.245144,37.329998,100711.0,1.1966133
157976949,51.58072,37.329998,100707.0,1.1965657
157998995,51.16059,37.329998,100712.0,1.1966251
158011303,51.327057,37.329998,100710.0,1.1966014
158023011,51.41161,37.329998,100709.0,1.1965895
158044941,51.662632,37.329998,100706.0,1.1965538
158055510,51.747185,37.329998,100705.0,1.196542
158066062,52.08276,37.329998,100700.99,1.1964943
158089496,51.747185,37.329998,100705.0,1.196542
158100493,51.747185,37.329998,100705.0,1.196542
158111008,52.08276,37.329998,100700.99,1.1964943
158131973,51.83174,37.329998,100704.0,1.1965301
158143528,51.91365,37.329998,100703.0,1.1965182
158153448,52.33114,37.329998,100698.0,1.1964588
158174999,52.500248,37.329998,100696.0,1.1964351
158185532,52.08276,37.329998,100700.99,1.1964943
158196017,51.998207,37.329998,100701.99,1.1965063
158218675,52.33114,37.329998,100698.0,1.1964588
158229985,52.249226,37.329998,100699.0,1.1964707
158240647,52.5848,37.329998,100694.99,1.196423
158262688,52.33114,37.34,100698.0,1.1964588
158273645,52.33114,37.34,100698.0,1.1964588
158284648,52.33114,37.34,100698.0,1.1964588
158305506,52.666714,37.329998,100694.0,1.1964113
158318063,53.00229,37.329998,100690.0,1.1963638
158328942,53.168755,37.329998,100688.0,1.19634
158350268,53.168755,37.329998,100688.0,1.19634
158362414,53.75535,37.329998,100681.0,1.1962569
158372284,53.337864,37.329998,100686.0,1.1963162
158394533,53.588882,37.34,100682.99,1.1962805
158406360,53.168755,37.34,100688.0,1.19634
158416948,54.090923,37.34,100676.99,1.1962092
158438233,53.670795,37.329998,100682.0,1.1962687
158449380,53.921814,37.329998,100679.0,1.196233
158459656,53.50433,37.329998,100684.0,1.1962925
158483482,54.175476,37.34,100675.99,1.1961973
158494516,54.423855,37.34,100673.0,1.1961617
158504117,53.83726,37.34,100680.0,1.196245
158529023,54.00637,37.34,100678.0,1.1962212
158540762,54.34194,37.34,100674.0,1.1961737
158552618,54.34194,37.34,100674.0,1.1961737
158576641,54.592964,37.34,100671.0,1.196138
158588119,54.592964,37.34,100671.0,1.196138
158600669,54.75943,37.34,100669.0,1.1961143
158621944,55.26147,37.329998,100663.0,1.196043
158632533,54.843983,37.329998,100668.0,1.1961024
158643482,55.26147,37.329998,100663.0,1.196043
158664933,55.51249,37.34,100660.0,1.1960074
158677360,55.346024,37.34,100662.0,1.1960311
158688916,55.010452,37.34,100666.0,1.1960787
158712859,54.592964,37.34,100671.0,1.196138
158724753,55.010452,37.34,100666.0,1.1960787
158737278,55.179558,37.34,100663.99,1.1960547
158760661,54.75943,37.329998,100669.0,1.1961143
158772531,54.592964,37.329998,100671.0,1.196138
158781947,54.925896,37.329998,100667.0,1.1960905
158803445,54.677517,37.34,100669.99,1.196126
158815593,54.677517,37.34,100669.99,1.196126
158826053,54.677517,37.34,100669.99,1.196126
158849087,54.677517,37.34,100669.99,1.196126
158861331,55.427937,37.34,100661.0,1.1960192
158872915,54.592964,37.34,100671.0,1.196138
158896946,55.010452,37.34,100666.0,1.1960787
158908916,54.843983,37.34,100668.0,1.1961024
158921078,55.010452,37.34,100666.0,1.1960787
158945267,54.677517,37.34,100669.99,1.196126
158957415,55.179558,37.34,100663.99,1.1960547
158968486,55.010452,37.34,100666.0,1.1960787
158992268,54.75943,37.34,100669.0,1.1961143
159005367,55.179558,37.34,100663.99,1.1960547
159016274,55.095005,37.34,100665.0,1.1960667
159038932,55.179558,37.34,100663.99,1.1960547
159049542,55.26147,37.34,100663.0,1.196043
159060923,55.346024,37.34,100662.0,1.1960311
159083350,55.26147,37.34,100663.0,1.196043
159095355,55.179558,37.34,100663.99,1.1960547
159106054,54.925896,37.34,100667.0,1.1960905
159127290,55.26147,37.34,100663.0,1.196043
159138519,55.26147,37.34,100663.0,1.196043
159149889,55.597046,37.34,100659.0,1.1959955
159173083,55.179558,37.34,100663.99,1.1960547
159185568,55.346024,37.34,100662.0,1.1960311
159197875,55.427937,37.34,100661.0,1.1960192
159221712,55.6816,37.34,100657.99,1.1959834
159233578,55.427937,37.34,100661.0,1.1960192
159243312,55.427937,37.34,100661.0,1.1960192
159267018,55.597046,37.34,100659.0,1.1959955
159278048,55.427937,37.34,100661.0,1.1960192
159288455,55.76351,37.34,100657.0,1.1959717
159311284,55.179558,37.34,100663.99,1.1960547
159324493,55.597046,37.34,100659.0,1.1959955
159334139,55.51249,37.34,100660.0,1.1960074
159357828,55.427937,37.34,100661.0,1.1960192
159369539,55.597046,37.34,100659.0,1.1959955
159381728,55.597046,37.34,100659.0,1.1959955
159405712,56.01453,37.34,100654.0,1.1959361
159417583,55.179558,37.34,100663.99,1.1960547
159428935,55.597046,37.34,100659.0,1.1959955
159452919,55.346024,37.329998,100662.0,1.1960311
159464751,56.18364,37.329998,100651.99,1.1959121
159475304,56.01453,37.329998,100654.0,1.1959361
159499069,56.18364,37.34,100651.99,1.1959121
159510088,56.350105,37.34,100650.0,1.1958885
159520578,55.929977,37.34,100655.0,1.1959479
159544574,56.18364,37.34,100651.99,1.1959121
159557293,56.350105,37.34,100650.0,1.1958885
159567291,56.18364,37.34,100651.99,1.1959121
159590967,56.268196,37.34,100650.99,1.1959003
159601576,56.601128,37.34,100647.0,1.1958529
159613651,56.43466,37.34,100649.0,1.1958766
159636945,56.601128,37.34,100647.0,1.1958529
159649522,56.43466,37.34,100649.0,1.1958766
159660826,56.099087,37.34,100653.0,1.1959242
159683296,56.936703,37.34,100643.0,1.1958053
159695855,56.350105,37.34,100650.0,1.1958885
159707064,56.51657,37.34,100648.0,1.1958647
159728519,56.43466,37.34,100649.0,1.1958766
159741585,56.936703,37.34,100643.0,1.1958053
159752498,57.018612,37.34,100642.0,1.1957934
159775271,56.51657,37.34,100648.0,1.1958647
159788474,56.936703,37.34,100643.0,1.1958053
159798963,56.601128,37.34,100647.0,1.1958529
159821921,56.268196,37.34,100650.99,1.1959003
159833721,57.10317,37.34,100641.0,1.1957816
159845548,56.770237,37.34,100644.99,1.195829
159867944,56.18364,37.34,100651.99,1.1959121
159879576,56.43466,37.34,100649.0,1.1958766
159889943,57.018612,37.34,100642.0,1.1957934
159913127,56.268196,37.34,100650.99,1.1959003
159925162,56.936703,37.34,100643.0,1.1958053
159935968,56.51657,37.34,100648.0,1.1958647
159958257,56.936703,37.34,100643.0,1.1958053
159968713,56.43466,37.34,100649.0,1.1958766
159979940,56.936703,37.34,100643.0,1.1958053
160001087,57.354187,37.34,100638.0,1.195746
160013164,57.269634,37.34,100638.99,1.1957577
160023940,57.10317,37.34,100641.0,1.1957816
160046456,56.770237,37.34,100644.99,1.195829
160056735,56.852146,37.34,100644.0,1.1958172
160067931,57.438744,37.34,100637.0,1.195734
160089087,57.18772,37.34,100640.0,1.1957697
160101277,57.774315,37.34,100632.99,1.1956865
160111934,57.60521,37.34,100635.0,1.1957103
160134721,57.269634,37.34,100638.99,1.1957577
160145546,57.60521,37.34,100635.0,1.1957103
160155940,57.18772,37.34,100640.0,1.1957697
160177931,57.523296,37.34,100636.0,1.1957221
160189964,57.523296,37.34,100636.0,1.1957221
160201121,57.438744,37.34,100637.0,1.195734
160223939,57.689762,37.34,100634.0,1.1956984
160234662,57.856228,37.34,100632.0,1.1956747
160246395,57.774315,37.34,100632.99,1.1956865
160267940,57.354187,37.34,100638.0,1.195746
160279535,57.269634,37.34,100638.99,1.1957577
160290082,57.774315,37.34,100632.99,1.1956865
160311990,57.354187,37.34,100638.0,1.195746
160322482,57.523296,37.34,100636.0,1.1957221
160334468,57.10317,37.34,100641.0,1.1957816
160355974,58.10725,37.34,100629.0,1.195639
160366557,57.523296,37.34,100636.0,1.1957221
160377111,58.025337,37.34,100630.0,1.1956508
160397936,57.354187,37.34,100638.0,1.195746
160408704,57.354187,37.34,100638.0,1.195746
160419947,57.774315,37.34,100632.99,1.1956865
160441933,57.856228,37.34,100632.0,1.1956747
160454097,57.18772,37.34,100640.0,1.1957697
160465027,57.60521,37.34,100635.0,1.1957103
160487943,57.856228,37.34,100632.0,1.1956747
160499515,58.025337,37.34,100630.0,1.1956508
160510233,57.774315,37.34,100632.99,1.1956865
160531979,58.442825,37.34,100625.0,1.1955914
160543528,57.856228,37.34,100632.0,1.1956747
160553023,57.774315,37.34,100632.99,1.1956865
160575941,58.025337,37.34,100630.0,1.1956508
160586516,58.693844,37.34,100622.0,1.1955558
160598348,58.862953,37.34,100619.99,1.195532
160622224,58.191803,37.34,100628.0,1.1956271
160633485,57.60521,37.34,100635.0,1.1957103
160643932,58.35827,37.34,100625.99,1.1956033
160665451,58.778397,37.34,100621.0,1.1955439
160675527,58.35827,37.34,100625.99,1.1956033
160687065,57.856228,37.34,100632.0,1.1956747
160707941,58.442825,37.34,100625.0,1.1955914
160719548,58.025337,37.34,100630.0,1.1956508
160729932,58.10725,37.34,100629.0,1.195639
160750969,58.862953,37.34,100619.99,1.195532
160762521,58.862953,37.34,100619.99,1.195532
160772930,58.442825,37.34,100625.0,1.1955914
160794958,57.856228,37.34,100632.0,1.1956747
160807048,58.025337,37.34,100630.0,1.1956508
160818067,59.195885,37.34,100616.0,1.1954845
160840944,58.276356,37.34,100626.99,1.1956152
160852490,57.774315,37.34,100632.99,1.1956865
160862970,58.191803,37.34,100628.0,1.1956271
160883932,58.10725,37.329998,100629.0,1.195639
160895524,58.025337,37.329998,100630.0,1.1956508
160905938,58.10725,37.329998,100629.0,1.195639
160929473,58.693844,37.34,100622.0,1.1955558
160940493,58.693844,37.34,100622.0,1.1955558
160950987,58.025337,37.34,100630.0,1.1956508
160971973,58.35827,37.329998,100625.99,1.1956033
160983521,58.61193,37.329998,100623.0,1.1955677
160993931,58.944862,37.329998,100619.0,1.1955202
161016949,58.276356,37.34,100626.99,1.1956152
161027527,58.778397,37.34,100621.0,1.1955439
161038901,58.442825,37.34,100625.0,1.1955914
161059939,58.276356,37.329998,100626.99,1.1956152
161071581,58.944862,37.329998,100619.0,1.1955202
161081935,59.111332,37.329998,100617.0,1.1954964
161102932,58.442825,37.34,100625.0,1.1955914
161114520,59.02942,37.34,100618.0,1.1955082
161124937,59.111332,37.34,100617.0,1.1954964
161146988,59.364994,37.34,100613.99,1.1954607
161158895,59.280437,37.34,100615.0,1.1954726
161169934,60.199966,37.34,100604.0,1.195342
161192944,60.0335,37.329998,100606.0,1.1953657
161204494,60.0335,37.329998,100606.0,1.1953657
161214942,60.118053,37.329998,100605.0,1.1953539
161235935,60.199966,37.329998,100604.0,1.195342
161247491,60.369076,37.329998,100601.99,1.1953181
161258048,60.28452,37.329998,100603.0,1.19533
161281511,59.951588,37.329998,100607.0,1.1953776
161292493,60.620094,37.329998,100599.0,1.1952826
161303012,60.620094,37.329998,100599.0,1.1952826
161324024,60.369076,37.329998,100601.99,1.1953181
161335516,61.122135,37.329998,100593.0,1.1952113
161345255,60.78656,37.329998,100597.0,1.1952587
161366381,60.620094,37.329998,100599.0,1.1952826
161376505,59.867035,37.329998,100607.99,1.1953894
161387310,60.28452,37.329998,100603.0,1.19533
161410228,61.037582,37.329998,100594.0,1.1952231
161422801,60.53554,37.329998,100600.0,1.1952944
161433460,60.620094,37.329998,100599.0,1.1952826
161456946,60.53554,37.34,100600.0,1.1952944
161468558,60.53554,37.34,100600.0,1.1952944
161479512,60.78656,37.34,100597.0,1.1952587
161501025,60.70465,37.329998,100598.0,1.1952707
161512533,60.199966,37.329998,100604.0,1.195342
161524463,60.53554,37.329998,100600.0,1.1952944
161546061,59.697926,37.329998,100610.0,1.1954132
161557491,59.53146,37.329998,100612.0,1.195437
161567943,59.111332,37.329998,100617.0,1.1954964
161589025,59.697926,37.329998,100610.0,1.1954132
161599942,59.195885,37.329998,100616.0,1.1954845
161612623,58.61193,37.329998,100623.0,1.1955677
161633932,59.613373,37.329998,100611.0,1.1954252
161644527,58.527378,37.329998,100624.0,1.1955795
161655481,58.10725,37.329998,100629.0,1.195639
161676949,58.442825,37.329998,100625.0,1.1955914
161688494,58.10725,37.329998,100629.0,1.195639
161699853,58.442825,37.329998,100625.0,1.1955914
161719989,58.862953,37.329998,100619.99,1.195532
161732447,58.191803,37.329998,100628.0,1.1956271
161743476,58.527378,37.329998,100624.0,1.1955795
161763977,58.442825,37.329998,100625.0,1.1955914
161775927,59.111332,37.329998,100617.0,1.1954964
161788099,58.025337,37.329998,100630.0,1.1956508
161811993,57.689762,37.329998,100634.0,1.1956984
161823963,58.527378,37.329998,100624.0,1.1955795
161833947,58.778397,37.329998,100621.0,1.1955439
161855334,58.693844,37.329998,100622.0,1.1955558
161865520,58.35827,37.329998,100625.99,1.1956033
161876819,58.442825,37.329998,100625.0,1.1955914
161897932,57.856228,37.329998,100632.0,1.1956747
161909482,58.35827,37.329998,100625.99,1.1956033
161919940,58.35827,37.329998,100625.99,1.1956033
161940932,58.442825,37.34,100625.0,1.1955914
161951883,58.862953,37.34,100619.99,1.195532
161963956,58.442825,37.34,100625.0,1.1955914
161988012,57.856228,37.329998,100632.0,1.1956747
161999925,58.025337,37.329998,100630.0,1.1956508
162011972,58.944862,37.329998,100619.0,1.1955202
162035888,58.10725,37.329998,100629.0,1.195639
162047177,57.940784,37.329998,100631.0,1.1956627
162058063,57.60521,37.329998,100635.0,1.1957103
162080292,58.442825,37.329998,100625.0,1.1955914
162092384,58.693844,37.329998,100622.0,1.1955558
162102940,59.280437,37.329998,100615.0,1.1954726
162125560,58.944862,37.329998,100619.0,1.1955202
162137607,59.364994,37.329998,100613.99,1.1954607
162149553,58.527378,37.329998,100624.0,1.1955795
162171271,58.442825,37.329998,100625.0,1.1955914
162183911,58.862953,37.329998,100619.99,1.195532
